id,cliente_id,data_pedido,status,valor_total,canal_venda,cupom_desconto
8092,1905,2023-08-18,cancelado,1265.59,marketplace,não
8093,1868,2024-06-11,em_transito,1103.47,site,não
8094,2115,2024-01-05,entregue,729.86,site,não
8095,2821,2023-01-26,entregue,1658.34,app,sim
8096,1537,2024-10-23,entregue,1261.19,app,não
8097,2067,2024-05-18,cancelado,1805.19,app,sim
8098,2219,2023-04-23,entregue,599.88,app,sim
8099,695,2024-03-19,entregue,1403.36,marketplace,não
8100,2028,2024-05-14,em_transito,9108.46,site,sim
8101,1684,2023-10-04,entregue,944.22,site,sim
8102,1745,2023-02-19,entregue,7607.34,app,sim
8103,1558,2023-06-08,entregue,1170.9,marketplace,sim
8104,2044,2024-08-18,entregue,1088.67,app,não
8105,1314,2024-10-07,devolvido,1595.55,site,não
8106,2349,2024-04-05,entregue,9897.49,marketplace,não
8107,200,2023-01-20,entregue,1934.52,site,não
8108,565,2023-12-06,em_transito,2423.26,site,sim
8109,2534,2024-01-18,entregue,14305.49,site,sim
8110,347,2024-09-18,entregue,2047.03,site,não
8111,1876,2023-10-19,devolvido,1659.73,app,não
8112,666,2023-02-14,entregue,283.8,app,não
8113,967,2024-11-08,em_transito,461.65,marketplace,não
8114,1759,2024-05-05,cancelado,1173.56,marketplace,não
8115,1616,2023-10-11,entregue,13844.76,app,não
8116,2280,2023-05-24,em_transito,8381.89,app,não
8117,1456,2024-04-28,entregue,2366.0,marketplace,sim
8118,2597,2023-11-12,entregue,2127.36,site,não
8119,2434,2023-11-29,entregue,2387.62,marketplace,sim
8120,1970,2023-02-09,entregue,2415.12,site,não
8121,2891,2023-12-26,devolvido,2112.22,app,não
8122,492,2024-12-22,entregue,2232.01,site,não
8123,2860,2023-11-12,entregue,1690.54,marketplace,não
8124,1113,2023-11-25,entregue,1807.28,app,não
8125,2247,2024-02-22,entregue,1835.6,site,não
8126,1019,2024-01-31,entregue,1185.83,marketplace,não
8127,1953,2023-11-28,entregue,1228.87,marketplace,não
8128,509,2024-12-02,entregue,1160.57,app,não
8129,1651,2024-07-01,em_transito,1049.77,app,sim
8130,1599,2024-03-31,entregue,1348.62,site,não
8131,918,2023-11-16,entregue,3595.22,marketplace,sim
8132,2195,2023-11-20,entregue,1033.12,site,sim
8133,2432,2023-04-18,entregue,985.26,marketplace,não
8134,1175,2024-11-26,entregue,1308.78,site,não
8135,19,2024-09-05,cancelado,1564.51,marketplace,não
8136,489,2024-12-19,entregue,1291.48,app,sim
8137,2161,2023-10-24,em_transito,161.63,site,não
8138,1216,2023-11-30,entregue,611.96,app,não
8139,878,2024-09-09,entregue,994.64,marketplace,não
8140,2483,2023-07-01,entregue,1246.34,app,sim
8141,2836,2024-03-20,entregue,5378.84,marketplace,sim
8142,1702,2024-04-23,entregue,1597.01,site,não
8143,1816,2023-12-17,entregue,215.26,marketplace,sim
8144,38,2023-05-25,entregue,8850.58,app,não
8145,861,2023-11-24,entregue,350.81,app,não
8146,436,2023-07-20,entregue,12294.72,app,não
8147,2102,2023-08-25,cancelado,1194.67,marketplace,sim
8148,501,2023-05-14,entregue,672.47,site,não
8149,2948,2024-06-08,entregue,1221.63,site,sim
8150,2008,2023-03-03,entregue,584.7,site,sim
8151,904,2023-11-06,em_transito,7284.57,marketplace,sim
8152,709,2024-10-13,entregue,1049.24,app,não
8153,1245,2023-06-30,entregue,1023.71,site,não
8154,1021,2023-11-02,entregue,283.51,app,não
8155,2179,2024-07-31,devolvido,2083.27,app,sim
8156,2940,2024-12-25,devolvido,909.79,app,sim
8157,620,2024-10-09,entregue,1387.1,marketplace,não
8158,1629,2023-11-19,em_transito,2090.46,marketplace,sim
8159,667,2024-03-19,em_transito,2649.31,marketplace,sim
8160,1426,2024-08-24,entregue,295.94,app,sim
8161,1409,2023-05-25,entregue,953.27,marketplace,não
8162,2106,2024-06-06,em_transito,1653.47,site,sim
8163,2053,2023-11-01,em_transito,1557.94,marketplace,não
8164,1907,2023-08-21,cancelado,1960.42,site,não
8165,1697,2024-12-20,cancelado,979.9,marketplace,não
8166,2478,2023-12-15,em_transito,5906.43,marketplace,não
8167,1927,2023-11-23,entregue,7340.15,marketplace,não
8168,2352,2024-06-25,cancelado,4297.78,marketplace,não
8169,2039,2024-03-17,cancelado,1514.45,app,não
8170,19,2023-11-29,cancelado,1654.44,site,não
8171,758,2023-03-26,entregue,1059.92,site,não
8172,1608,2023-05-17,entregue,2432.79,site,não
8173,2165,2023-04-17,cancelado,2435.48,site,sim
8174,108,2023-05-13,em_transito,212.63,marketplace,sim
8175,2265,2023-09-09,entregue,862.62,marketplace,não
8176,2659,2024-07-29,entregue,986.77,app,sim
8177,944,2023-12-29,entregue,2377.28,marketplace,sim
8178,79,2024-02-08,entregue,2424.98,marketplace,não
8179,389,2023-02-26,entregue,422.15,app,não
8180,871,2023-11-21,entregue,306.21,app,sim
8181,2308,2024-06-17,entregue,2089.64,marketplace,sim
8182,1436,2023-02-03,entregue,1750.32,site,sim
8183,594,2024-03-10,cancelado,2484.33,marketplace,não
8184,2452,2023-11-21,em_transito,1049.84,app,sim
8185,563,2024-04-09,entregue,322.95,marketplace,não
8186,1419,2023-01-26,entregue,1711.33,app,não
8187,1958,2023-11-22,cancelado,2287.9,app,não
8188,432,2024-12-17,entregue,368.12,site,não
8189,2453,2023-04-03,entregue,8076.72,app,sim
8190,2555,2023-12-11,entregue,764.03,marketplace,sim
8191,1187,2023-11-08,entregue,1791.42,marketplace,não
8192,2112,2023-12-24,cancelado,1674.92,marketplace,não
8193,1948,2023-06-10,entregue,1766.28,app,não
8194,1511,2023-06-29,entregue,594.43,site,não
8195,307,2023-11-25,entregue,1478.96,app,não
8196,607,2023-09-01,entregue,12291.41,marketplace,não
8197,2421,2024-11-28,entregue,2136.17,marketplace,não
8198,1780,2024-05-18,entregue,1082.74,marketplace,sim
8199,2599,2023-11-14,em_transito,2338.69,app,não
8200,628,2023-05-11,devolvido,1027.37,site,sim
8201,958,2024-06-17,entregue,634.15,marketplace,sim
8202,1218,2024-02-26,entregue,990.16,app,sim
8203,1688,2023-08-14,entregue,187.88,site,não
8204,1770,2024-08-27,em_transito,2444.59,marketplace,sim
8205,1065,2023-03-30,entregue,1646.92,app,sim
8206,1309,2024-10-27,entregue,963.07,marketplace,não
8207,219,2024-02-03,cancelado,2216.71,marketplace,sim
8208,1718,2024-02-06,cancelado,3329.79,marketplace,não
8209,186,2023-03-15,entregue,889.37,app,não
8210,1121,2024-01-14,entregue,160.88,app,sim
8211,790,2023-01-26,entregue,1217.58,site,não
8212,1172,2023-07-17,entregue,882.95,site,não
8213,1871,2023-02-26,entregue,533.44,marketplace,não
8214,2767,2024-09-26,em_transito,483.89,site,sim
8215,1660,2023-11-08,devolvido,1081.92,marketplace,não
8216,2361,2024-06-27,cancelado,1386.88,marketplace,não
8217,1088,2023-07-26,em_transito,7941.13,marketplace,não
8218,437,2023-05-05,entregue,950.85,app,não
8219,2301,2024-08-22,entregue,1657.71,app,não
8220,1671,2024-06-21,entregue,1190.97,marketplace,não
8221,2676,2024-09-20,entregue,81.04,app,não
8222,2531,2023-11-19,entregue,1799.63,site,não
8223,2979,2024-11-23,devolvido,1978.94,marketplace,não
8224,2098,2023-12-22,entregue,1256.39,site,não
8225,1526,2023-02-21,em_transito,255.15,site,não
8226,2580,2024-01-27,entregue,1086.11,site,não
8227,32,2023-07-25,entregue,908.26,app,não
8228,315,2023-11-21,entregue,8591.98,marketplace,sim
8229,1370,2024-02-29,entregue,2082.92,site,não
8230,2834,2023-01-14,devolvido,1628.37,site,sim
8231,2954,2024-02-21,entregue,14100.38,site,não
8232,733,2023-05-23,em_transito,8799.53,site,não
8233,1182,2024-04-25,entregue,682.87,site,sim
8234,2531,2024-04-08,devolvido,426.23,app,sim
8235,275,2024-10-18,entregue,2469.82,app,sim
8236,380,2023-08-10,entregue,731.99,app,não
8237,603,2024-09-18,entregue,872.95,site,sim
8238,2939,2023-07-22,cancelado,1976.64,app,não
8239,2646,2023-11-19,entregue,1215.68,marketplace,sim
8240,2610,2023-11-28,entregue,,marketplace,não
8241,2056,2024-08-26,entregue,2190.27,marketplace,não
8242,2571,2023-08-19,entregue,1369.68,marketplace,sim
8243,2413,2023-04-25,devolvido,1455.36,app,não
8244,1473,2024-10-15,entregue,532.75,site,não
8245,2504,2024-04-25,devolvido,1721.71,app,sim
8246,2803,2023-11-27,entregue,2195.1,app,sim
8247,1321,2024-04-09,entregue,1583.99,site,não
8248,2919,2023-03-31,cancelado,6302.41,marketplace,sim
8249,2939,2024-08-09,cancelado,249.58,marketplace,sim
8250,1085,2024-10-20,entregue,562.66,marketplace,não
8251,439,2024-08-09,entregue,1181.54,app,não
8252,127,2023-11-01,entregue,1183.57,site,não
8253,2818,2023-01-15,cancelado,681.65,marketplace,não
8254,1996,2023-10-03,devolvido,1782.81,app,não
8255,2018,2023-11-03,entregue,3469.64,site,não
8256,2826,2023-11-10,entregue,1262.87,app,não
8257,1661,2023-04-23,entregue,2299.05,site,não
8258,2552,2023-11-01,entregue,1603.73,marketplace,não
8259,2229,2024-10-04,devolvido,3275.01,marketplace,sim
8260,1679,2023-04-09,entregue,697.27,site,não
8261,1864,2023-10-09,devolvido,2070.19,site,sim
8262,1812,2023-09-02,entregue,1827.95,marketplace,sim
8263,2701,2024-12-11,entregue,2159.86,app,não
8264,1771,2023-11-07,entregue,2444.97,app,não
8265,1146,2023-04-26,entregue,1775.27,site,não
8266,1470,2023-11-25,entregue,438.39,site,não
8267,1523,2023-01-08,entregue,1411.07,site,sim
8268,595,2023-11-12,entregue,2795.06,app,não
8269,2407,2023-10-15,entregue,1939.33,site,não
8270,2914,2024-06-08,cancelado,2367.57,app,não
8271,729,2023-11-18,entregue,1298.79,marketplace,não
8272,2624,2024-07-01,em_transito,1413.59,marketplace,não
8273,563,2024-06-14,entregue,2241.53,marketplace,sim
8274,2114,2023-11-30,entregue,2276.38,site,não
8275,1021,2024-07-06,entregue,66.67,site,não
8276,1784,2024-10-23,entregue,13807.2,marketplace,sim
8277,304,2023-06-25,cancelado,1343.25,app,não
8278,381,2023-02-21,entregue,8152.17,marketplace,não
8279,148,2024-01-24,entregue,2004.97,app,sim
8280,1061,2023-05-16,entregue,9746.16,site,sim
8281,58,2024-02-28,em_transito,10814.75,site,sim
8282,1787,2023-11-30,em_transito,541.79,site,não
8283,2567,2023-12-28,cancelado,2254.61,site,não
8284,683,2023-05-15,entregue,1866.31,app,não
8285,1590,2024-09-24,entregue,379.42,marketplace,não
8286,2313,2024-05-18,entregue,1949.05,app,sim
8287,2426,2024-11-21,em_transito,405.37,app,não
8288,682,2023-04-01,em_transito,183.83,marketplace,sim
8289,2078,2023-11-04,cancelado,1881.83,app,não
8290,1318,2023-01-18,entregue,2422.52,app,não
8291,1298,2024-05-09,cancelado,1931.35,marketplace,não
8292,109,2024-10-04,cancelado,2489.23,site,sim
8293,1818,2024-11-23,devolvido,817.01,site,não
8294,2585,2024-07-25,entregue,197.75,site,não
8295,1175,2024-02-06,entregue,,app,sim
8296,2006,2023-07-28,entregue,1755.3,app,não
8297,712,2024-05-18,cancelado,2090.26,site,não
8298,2548,2023-11-04,entregue,1336.07,app,não
8299,2203,2023-04-25,entregue,2524.13,marketplace,não
8300,1888,2024-01-08,entregue,2076.2,site,não
8301,845,2023-02-10,em_transito,8733.02,site,não
8302,2216,2023-04-03,entregue,101.63,marketplace,não
8303,2646,2023-04-29,entregue,712.89,app,sim
8304,581,2024-06-19,entregue,575.22,site,sim
8305,2197,2023-12-22,em_transito,1263.8,site,sim
8306,333,2024-12-08,entregue,1235.56,marketplace,não
8307,546,2023-03-19,entregue,2117.7,site,não
8308,262,2023-12-27,entregue,2240.83,app,não
8309,1546,2023-11-19,entregue,1474.24,site,sim
8310,2438,2023-07-20,cancelado,1239.59,marketplace,sim
8311,1511,2023-11-28,em_transito,2224.69,marketplace,sim
8312,1365,2023-08-07,em_transito,1342.04,app,não
8313,734,2024-04-17,entregue,2637.62,app,sim
8314,2370,2023-01-05,entregue,1817.22,marketplace,sim
8315,177,2023-05-21,entregue,1257.51,app,não
8316,1351,2024-12-11,entregue,7946.25,site,não
8317,1360,2024-02-26,entregue,876.88,marketplace,não
8318,1207,2023-09-07,entregue,1371.64,app,não
8319,1304,2023-10-09,entregue,1217.3,marketplace,não
8320,29,2023-09-18,entregue,1217.86,marketplace,sim
8321,804,2023-03-05,entregue,8839.45,marketplace,não
8322,156,2023-03-09,entregue,1087.58,marketplace,sim
8323,1763,2023-11-04,em_transito,1381.24,marketplace,não
8324,2734,2023-09-05,entregue,2197.43,marketplace,sim
8325,451,2024-12-30,cancelado,512.84,marketplace,não
8326,2,2023-05-13,cancelado,1734.18,app,não
8327,2427,2024-08-06,entregue,1270.02,app,sim
8328,1349,2023-09-03,entregue,2446.72,marketplace,sim
8329,514,2024-11-12,entregue,2012.29,app,não
8330,2122,2023-12-31,entregue,2127.91,app,não
8331,1651,2023-06-10,cancelado,1772.54,site,sim
8332,1185,2024-04-08,entregue,1787.87,app,não
8333,921,2023-05-09,entregue,230.3,app,sim
8334,1983,2023-10-30,devolvido,1251.96,marketplace,não
8335,621,2024-08-17,entregue,2181.52,app,sim
8336,722,2023-11-16,entregue,308.38,site,não
8337,235,2024-07-26,entregue,1813.48,site,não
8338,1557,2023-11-21,cancelado,1017.1,site,sim
8339,508,2024-09-20,entregue,1027.96,site,não
8340,1739,2024-03-21,entregue,1816.59,marketplace,não
8341,71,2023-11-15,entregue,530.01,marketplace,não
8342,622,2024-09-28,devolvido,30.42,app,não
8343,315,2023-10-02,entregue,5597.76,site,não
8344,2255,2023-11-03,entregue,2303.54,site,sim
8345,747,2023-09-12,entregue,1718.45,marketplace,sim
8346,1708,2024-03-24,entregue,2070.9,marketplace,sim
8347,1628,2024-02-10,entregue,902.92,app,não
8348,277,2024-12-01,devolvido,13381.51,site,sim
8349,2138,2023-11-02,entregue,7932.78,marketplace,sim
8350,143,2023-01-27,cancelado,2213.75,marketplace,não
8351,2394,2023-11-30,devolvido,1209.0,site,sim
8352,2218,2024-07-03,cancelado,2174.63,site,sim
8353,876,2024-06-22,entregue,691.4,app,não
8354,1058,2023-10-26,entregue,1510.96,marketplace,não
8355,337,2024-08-28,em_transito,1554.91,site,sim
8356,1996,2024-04-05,entregue,1110.51,app,não
8357,2926,2024-11-18,devolvido,1363.37,marketplace,não
8358,660,2024-07-15,entregue,431.05,app,sim
8359,2007,2023-05-16,em_transito,1264.36,marketplace,sim
8360,2483,2024-07-17,devolvido,828.13,site,não
8361,2929,2024-03-30,entregue,410.29,site,não
8362,2804,2024-09-05,entregue,5500.34,app,não
8363,154,2024-11-10,entregue,8094.12,app,sim
8364,2902,2023-06-18,em_transito,1481.23,site,sim
8365,1373,2023-04-06,entregue,794.39,app,sim
8366,1666,2023-03-01,devolvido,1242.13,marketplace,não
8367,2350,2023-11-03,entregue,77.94,site,não
8368,355,2024-11-20,entregue,9812.62,marketplace,sim
8369,2030,2023-10-06,entregue,955.91,site,não
8370,2305,2023-11-29,entregue,11832.88,site,sim
8371,1228,2024-11-02,em_transito,7372.48,marketplace,não
8372,270,2023-11-06,entregue,11616.99,site,não
8373,2372,2024-12-16,devolvido,2004.91,marketplace,não
8374,2618,2024-04-06,cancelado,659.36,site,sim
8375,816,2024-05-24,entregue,2355.1,marketplace,não
8376,1773,2024-05-10,em_transito,1809.13,marketplace,não
8377,2033,2023-09-29,entregue,1303.88,marketplace,não
8378,685,2024-11-02,entregue,6996.26,app,não
8379,480,2023-03-23,cancelado,2312.27,site,não
8380,2646,2023-01-16,cancelado,304.98,marketplace,não
8381,1470,2023-01-11,entregue,493.78,app,sim
8382,1050,2024-05-13,cancelado,2149.3,app,sim
8383,1537,2023-11-04,entregue,1521.58,site,não
8384,1168,2023-03-03,entregue,515.45,app,não
8385,1256,2023-06-16,entregue,1690.7,site,não
8386,2583,2023-11-16,cancelado,786.73,app,não
8387,923,2024-06-18,entregue,344.49,app,sim
8388,2274,2024-08-15,entregue,2104.59,marketplace,não
8389,829,2023-05-24,entregue,1734.84,app,não
8390,761,2023-11-16,entregue,848.32,app,não
8391,2868,2024-03-13,em_transito,1464.26,marketplace,não
8392,70,2023-07-04,em_transito,2360.18,marketplace,não
8393,2466,2024-01-09,cancelado,429.62,marketplace,não
8394,2884,2023-04-18,entregue,2461.69,app,não
8395,784,2024-03-02,entregue,1821.06,site,não
8396,2421,2023-08-16,entregue,617.27,marketplace,não
8397,1222,2023-12-27,cancelado,396.53,marketplace,não
8398,2921,2023-12-19,entregue,691.38,marketplace,não
8399,488,2024-01-18,em_transito,8864.03,marketplace,sim
8400,2578,2024-05-04,entregue,516.38,site,não
8401,25,2023-11-27,entregue,2292.31,site,não
8402,1032,2024-12-08,entregue,1857.31,app,não
8403,1734,2024-01-19,cancelado,319.46,site,sim
8404,1114,2023-11-13,entregue,10694.72,app,não
8405,56,2023-07-01,entregue,1021.95,app,não
8406,8,2023-07-24,em_transito,461.47,site,não
8407,1590,2024-01-27,em_transito,399.23,marketplace,sim
8408,860,2024-10-07,devolvido,1823.53,site,não
8409,2005,2024-09-30,entregue,2272.41,app,não
8410,2435,2024-02-25,entregue,599.92,app,não
8411,2003,2024-01-25,entregue,81.21,site,não
8412,1622,2023-10-18,entregue,9566.67,site,não
8413,2997,2023-11-29,entregue,1248.56,site,não
8414,1800,2024-10-10,entregue,14361.46,site,não
8415,1769,2024-11-27,entregue,1959.96,site,não
8416,1044,2024-02-02,entregue,227.42,app,não
8417,1628,2024-07-18,devolvido,1197.6,marketplace,não
8418,2077,2024-05-08,cancelado,2440.67,marketplace,não
8419,2322,2024-01-12,devolvido,2321.27,app,sim
8420,1120,2023-05-11,em_transito,434.06,app,não
8421,2191,2023-11-14,entregue,689.65,app,não
8422,2867,2023-11-23,cancelado,3173.81,site,não
8423,2085,2023-07-21,cancelado,2061.57,site,não
8424,2884,2023-11-11,devolvido,1734.17,app,não
8425,787,2023-05-16,entregue,1504.01,marketplace,sim
8426,581,2024-05-21,entregue,439.52,marketplace,sim
8427,1240,2024-07-04,entregue,2101.27,app,não
8428,685,2024-05-08,em_transito,1198.9,site,não
8429,2265,2023-11-16,entregue,189.22,marketplace,não
8430,2282,2024-03-25,entregue,14027.38,marketplace,sim
8431,1577,2024-09-03,entregue,1305.02,site,não
8432,2228,2023-11-09,devolvido,364.64,app,sim
8433,1859,2023-04-16,devolvido,5690.47,marketplace,não
8434,769,2024-02-06,devolvido,11681.06,app,não
8435,1165,2023-12-07,em_transito,7988.35,app,sim
8436,1064,2024-11-17,devolvido,2306.12,app,não
8437,2667,2024-03-17,entregue,14999.56,marketplace,sim
8438,2280,2023-10-15,entregue,14114.04,app,não
8439,917,2024-03-24,entregue,212.62,marketplace,não
8440,1298,2023-08-05,cancelado,1744.75,app,não
8441,2193,2023-04-28,entregue,2412.15,marketplace,não
8442,931,2023-11-27,cancelado,153.93,site,não
8443,887,2023-05-03,entregue,9546.6,site,não
8444,1004,2023-08-08,entregue,1239.05,marketplace,sim
8445,2842,2023-05-22,em_transito,412.33,app,sim
8446,2822,2024-08-12,entregue,1983.35,site,sim
8447,294,2023-03-23,em_transito,14369.32,site,não
8448,2631,2023-10-15,cancelado,199.63,marketplace,não
8449,531,2024-02-28,entregue,8254.99,app,sim
8450,5,2023-03-06,cancelado,12020.8,marketplace,não
8451,167,2023-03-06,entregue,1919.13,app,não
8452,2013,2023-07-12,entregue,10376.82,app,não
8453,2532,2024-07-06,cancelado,1474.39,app,sim
8454,2137,2024-03-12,cancelado,2422.22,app,não
8455,638,2023-10-15,entregue,2209.63,app,não
8456,2448,2024-03-10,entregue,572.28,app,não
8457,489,2023-05-26,entregue,858.36,app,não
8458,2840,2023-06-03,entregue,941.79,app,não
8459,23,2024-04-25,entregue,198.45,marketplace,não
8460,1478,2023-02-05,entregue,1861.83,site,não
8461,1127,2024-09-13,entregue,1347.95,marketplace,não
8462,1806,2023-07-12,em_transito,7681.61,site,não
8463,1988,2024-03-11,entregue,1442.48,site,não
8464,1865,2023-05-09,entregue,1790.69,marketplace,não
8465,908,2023-02-06,entregue,575.22,site,não
8466,1823,2023-01-08,entregue,2150.27,app,sim
8467,1035,2023-11-30,cancelado,2206.23,marketplace,não
8468,1722,2023-11-29,entregue,2381.23,app,sim
8469,2159,2024-12-28,entregue,7981.35,app,sim
8470,791,2024-04-27,entregue,1158.94,app,sim
8471,1821,2023-12-27,entregue,301.7,marketplace,não
8472,592,2024-06-06,em_transito,406.3,app,não
8473,2733,2023-08-11,entregue,1995.59,marketplace,não
8474,512,2023-04-27,entregue,826.95,site,sim
8475,1097,2024-11-20,em_transito,3177.52,site,não
8476,2909,2024-06-08,entregue,1757.88,site,não
8477,2768,2024-07-14,em_transito,1156.84,marketplace,sim
8478,432,2023-01-02,entregue,2456.36,marketplace,não
8479,2514,2023-12-02,entregue,1386.29,site,sim
8480,2322,2023-03-29,entregue,1883.85,marketplace,não
8481,1656,2023-03-21,entregue,2415.94,app,não
8482,894,2023-11-22,entregue,2249.35,site,não
8483,390,2023-12-10,cancelado,1201.57,marketplace,sim
8484,1227,2023-05-06,entregue,619.34,marketplace,não
8485,1214,2023-12-23,cancelado,817.27,marketplace,sim
8486,2102,2023-10-18,em_transito,1554.27,marketplace,não
8487,2550,2024-02-24,em_transito,2029.03,marketplace,sim
8488,897,2024-07-09,cancelado,202.67,app,não
8489,2969,2024-07-10,cancelado,7746.02,site,sim
8490,2770,2023-11-19,devolvido,723.23,marketplace,sim
8491,717,2024-01-27,entregue,331.57,site,não
8492,846,2023-07-26,entregue,112.43,site,sim
8493,2456,2023-03-27,entregue,146.0,marketplace,sim
8494,1152,2023-02-24,entregue,309.36,app,não
8495,830,2023-11-24,entregue,748.26,marketplace,não
8496,2946,2023-03-18,entregue,2230.2,app,não
8497,1908,2023-09-07,cancelado,11180.05,site,sim
8498,2646,2024-03-14,em_transito,1530.78,site,sim
8499,2936,2023-12-09,entregue,2244.27,app,não
8500,666,2024-10-24,entregue,1211.64,app,não
8501,840,2024-07-30,devolvido,2101.89,app,não
8502,2570,2024-11-28,entregue,339.36,site,não
8503,1873,2023-09-26,entregue,1007.33,marketplace,não
8504,191,2024-08-02,em_transito,2194.44,app,não
8505,2575,2024-10-14,entregue,731.81,marketplace,sim
8506,1856,2023-11-01,em_transito,1886.06,site,sim
8507,2266,2024-07-12,entregue,45.91,app,sim
8508,2552,2024-07-04,em_transito,2334.15,site,não
8509,2446,2024-07-20,entregue,2398.32,app,sim
8510,640,2024-06-06,entregue,2059.47,app,sim
8511,2837,2024-02-17,entregue,11494.53,app,sim
8512,2787,2024-02-23,entregue,123.42,marketplace,sim
8513,2143,2023-11-08,cancelado,1536.81,marketplace,não
8514,2786,2024-10-30,entregue,1458.72,marketplace,não
8515,1221,2023-10-04,cancelado,1249.37,marketplace,sim
8516,1913,2023-02-18,entregue,7160.43,site,sim
8517,2370,2024-07-01,entregue,1684.31,marketplace,não
8518,1876,2024-12-30,entregue,92.95,app,não
8519,1391,2023-02-07,devolvido,565.68,marketplace,não
8520,2101,2023-03-04,devolvido,769.3,app,não
8521,1783,2024-09-18,cancelado,894.71,site,sim
8522,2211,2024-08-17,em_transito,943.13,marketplace,não
8523,2484,2023-04-14,entregue,1543.81,marketplace,não
8524,2700,2023-02-15,entregue,2208.89,site,não
8525,145,2024-09-19,entregue,1865.64,app,não
8526,1811,2024-07-26,entregue,1865.02,site,sim
8527,1798,2023-10-04,entregue,528.02,site,não
8528,1597,2023-03-20,entregue,464.67,marketplace,não
8529,1482,2023-11-05,entregue,709.43,marketplace,não
8530,2539,2024-12-08,em_transito,1081.33,app,sim
8531,1253,2023-06-16,entregue,14454.97,app,não
8532,1073,2023-11-15,entregue,1355.27,site,não
8533,2126,2023-08-29,entregue,1977.57,site,não
8534,1425,2023-04-11,entregue,2026.16,marketplace,não
8535,1805,2024-09-13,entregue,1128.3,app,não
8536,1079,2023-11-20,entregue,298.6,site,sim
8537,1556,2023-09-11,em_transito,91.73,site,sim
8538,291,2023-11-29,entregue,2470.49,app,não
8539,1210,2024-06-06,entregue,4806.0,app,não
8540,1411,2024-06-21,entregue,2039.7,app,não
8541,1872,2023-09-05,em_transito,1336.37,app,não
8542,1964,2024-01-31,devolvido,1263.88,site,não
8543,818,2023-11-25,entregue,2209.98,site,não
8544,1511,2024-10-27,entregue,1182.65,marketplace,sim
8545,2750,2023-04-11,entregue,2457.92,site,não
8546,1687,2024-02-25,entregue,2352.39,site,não
8547,2785,2024-04-21,entregue,1860.34,marketplace,sim
8548,1519,2023-11-15,entregue,177.56,app,não
8549,2802,2023-05-06,devolvido,1253.1,app,não
8550,2759,2024-11-07,entregue,1727.27,marketplace,sim
8551,2510,2023-03-15,entregue,2259.71,marketplace,não
8552,1818,2023-03-30,entregue,1979.32,app,não
8553,2242,2023-09-18,entregue,1899.27,site,não
8554,2936,2024-06-10,cancelado,11148.75,marketplace,não
8555,1455,2024-12-28,devolvido,443.09,app,não
8556,1221,2024-07-28,cancelado,2333.52,marketplace,não
8557,1368,2023-11-20,entregue,1292.39,site,não
8558,2137,2024-10-04,cancelado,472.34,app,não
8559,355,2023-04-01,entregue,1708.03,site,sim
8560,1893,2023-11-21,entregue,220.86,marketplace,sim
8561,1101,2023-11-19,entregue,2193.93,app,não
8562,2264,2024-04-29,devolvido,1205.6,site,não
8563,418,2023-08-02,entregue,2321.91,marketplace,não
8564,1486,2024-04-16,entregue,56.44,app,não
8565,1348,2024-10-13,entregue,2130.39,app,não
8566,2600,2023-03-10,cancelado,1909.52,app,não
8567,2767,2024-02-05,cancelado,1361.27,site,não
8568,336,2023-01-18,devolvido,1278.61,marketplace,não
8569,1534,2024-12-20,entregue,2473.28,site,sim
8570,2244,2024-05-23,em_transito,369.78,site,sim
8571,1086,2024-02-27,entregue,1078.62,app,sim
8572,2539,2023-10-02,entregue,1280.16,app,não
8573,1125,2023-11-19,devolvido,1735.2,marketplace,não
8574,531,2024-06-06,entregue,3557.38,marketplace,sim
8575,632,2023-04-10,em_transito,11514.07,site,não
8576,973,2023-02-14,entregue,7999.78,marketplace,sim
8577,2988,2023-05-13,devolvido,2299.15,marketplace,não
8578,1561,2024-05-01,em_transito,2345.43,site,não
8579,49,2023-03-10,em_transito,437.34,site,não
8580,1716,2024-09-06,cancelado,1948.56,site,sim
8581,269,2024-03-04,entregue,7728.76,marketplace,não
8582,1795,2024-07-04,em_transito,79.25,marketplace,sim
8583,1248,2023-08-03,em_transito,1416.78,marketplace,sim
8584,1547,2024-07-18,cancelado,2405.25,site,não
8585,2332,2023-07-19,entregue,1431.97,marketplace,sim
8586,1724,2023-11-09,devolvido,10204.03,site,sim
8587,2067,2024-11-15,cancelado,1219.17,marketplace,não
8588,1197,2023-11-10,entregue,1064.3,marketplace,sim
8589,2687,2023-09-09,entregue,8186.78,marketplace,sim
8590,2197,2023-11-13,entregue,232.74,app,sim
8591,1817,2024-04-09,entregue,993.2,app,não
8592,158,2023-12-11,entregue,182.31,app,sim
8593,2508,2024-08-18,cancelado,150.86,app,sim
8594,1950,2023-06-05,entregue,1138.24,app,não
8595,1667,2024-01-20,entregue,1435.39,marketplace,não
8596,2712,2023-03-20,devolvido,2541.96,marketplace,sim
8597,440,2024-02-11,entregue,13344.1,marketplace,não
8598,1316,2024-01-23,entregue,2985.9,marketplace,não
8599,434,2023-10-08,cancelado,230.34,marketplace,sim
8600,2766,2024-03-18,em_transito,6121.16,site,sim
8601,1473,2024-07-28,cancelado,1163.57,app,não
8602,255,2023-11-12,devolvido,13082.78,site,não
8603,1164,2024-08-01,entregue,842.21,app,não
8604,1554,2024-03-22,entregue,198.52,app,não
