id,pedido_id,produto_id,cliente_id,nota,comentario,data_avaliacao
3527,12632,193,1905,5,"Qualidade ótima, recomendo.",2023-08-09
3528,165,75,2670,5,Muito satisfeito com a compra.,2024-02-07
3529,2045,179,9,3,,2023-12-04
3530,8375,168,816,4,Superou minhas expectativas!,2024-07-13
3531,94,6,1184,5,"Produto excelente, chegou antes do prazo!",2024-08-03
3532,8964,163,508,3,,2023-08-29
3533,14191,162,883,2,Demorou muito para chegar.,2024-02-19
3534,4683,101,1729,5,Muito satisfeito com a compra.,2023-04-06
3535,1004,6,1234,5,Entrega rápida e produto conforme descrito.,2023-09-19
3536,7191,198,1459,5,"Produto excelente, chegou antes do prazo!",2023-09-24
3537,13758,85,373,3,"Entrega no prazo, produto regular.",2023-08-17
3538,864,139,1225,5,Entrega rápida e produto conforme descrito.,2023-04-10
3539,7636,104,482,2,Produto veio com defeito.,2024-06-06
3540,8394,197,2884,1,Veio diferente do anunciado.,2023-04-24
3541,14091,155,1197,1,,2023-02-17
3542,10434,86,2378,2,Produto veio com defeito.,2024-10-24
3543,8387,14,923,5,Muito satisfeito com a compra.,2024-08-10
3544,8843,81,2194,4,Muito satisfeito com a compra.,2024-11-28
3545,12821,77,1565,4,"Produto excelente, chegou antes do prazo!",2024-12-18
3546,2405,117,913,4,"Produto excelente, chegou antes do prazo!",2024-02-28
3547,13605,15,2659,5,"Produto excelente, chegou antes do prazo!",2024-01-08
3548,6660,5,1008,4,Entrega rápida e produto conforme descrito.,2023-06-17
3549,13249,141,2467,5,"Produto excelente, chegou antes do prazo!",2023-04-23
3550,10829,47,667,1,Demorou muito para chegar.,2023-10-07
3551,7851,127,2723,4,"Produto excelente, chegou antes do prazo!",2023-02-24
3552,11945,43,719,2,Demorou muito para chegar.,2024-01-23
3553,6124,90,1540,1,Qualidade abaixo do esperado.,2023-12-26
3554,13670,163,1340,5,"Produto excelente, chegou antes do prazo!",2023-07-24
3555,14621,182,2307,5,,2024-08-08
3556,8264,102,1771,2,Produto veio com defeito.,2023-11-30
3557,5971,62,244,3,"Entrega no prazo, produto regular.",2023-02-27
3558,9105,124,1941,3,,2024-10-31
3559,5098,11,930,2,Demorou muito para chegar.,2024-10-07
3560,727,142,721,4,Entrega rápida e produto conforme descrito.,2024-05-28
3561,11758,172,505,5,Superou minhas expectativas!,2023-12-04
3562,10570,131,442,4,Superou minhas expectativas!,2023-11-27
3563,13933,30,2507,5,Entrega rápida e produto conforme descrito.,2024-12-14
3564,6717,13,2930,5,"Qualidade ótima, recomendo.",2023-12-21
3565,11389,186,2372,4,"Produto excelente, chegou antes do prazo!",2023-06-28
3566,7312,124,1405,4,Entrega rápida e produto conforme descrito.,2024-03-01
3567,2316,43,443,3,,2024-04-02
3568,8211,190,790,3,,2023-03-07
3569,12431,47,1968,4,Muito satisfeito com a compra.,2023-06-12
3570,1575,173,1773,4,Muito satisfeito com a compra.,2024-01-03
3571,10900,106,1662,3,,2024-11-03
3572,1286,152,1217,5,Superou minhas expectativas!,2023-11-06
3573,10786,28,2426,2,Produto veio com defeito.,2023-12-13
3574,10213,166,2562,5,,2023-03-11
3575,2364,177,212,4,"Produto excelente, chegou antes do prazo!",2023-12-04
3576,10980,138,40,1,Qualidade abaixo do esperado.,2024-12-30
3577,11223,11,1122,5,,2023-05-02
3578,13595,48,621,3,,2023-07-16
3579,10360,109,1122,5,Entrega rápida e produto conforme descrito.,2024-10-21
3580,8314,116,2370,4,Entrega rápida e produto conforme descrito.,2023-02-20
3581,11644,81,2962,3,,2023-05-10
3582,1443,154,1240,2,,2024-06-25
3583,14222,31,292,4,Muito satisfeito com a compra.,2024-08-16
3584,6240,172,1051,5,Entrega rápida e produto conforme descrito.,2023-07-24
3585,439,175,502,3,,2024-03-06
3586,4124,17,1772,5,"Produto excelente, chegou antes do prazo!",2023-07-05
3587,3492,166,316,4,Muito satisfeito com a compra.,2023-12-29
3588,7832,159,259,1,Demorou muito para chegar.,2023-11-24
3589,3706,12,368,4,Entrega rápida e produto conforme descrito.,2023-08-07
3590,12889,165,2855,1,"Não recomendo, péssima experiência.",2024-12-31
3591,8803,116,2435,3,,2024-02-16
3592,10227,28,1342,1,,2024-02-25
3593,12920,176,413,4,,2023-05-10
3594,12032,126,1633,3,"Produto ok, dentro do esperado.",2023-10-26
3595,11972,167,2502,5,"Qualidade ótima, recomendo.",2023-10-07
3596,1547,160,2695,4,Muito satisfeito com a compra.,2024-01-18
3597,7785,166,155,3,,2024-06-05
3598,11303,176,1719,5,Muito satisfeito com a compra.,2023-02-05
3599,14298,50,619,4,Muito satisfeito com a compra.,2023-05-25
3600,9481,11,1135,5,Superou minhas expectativas!,2023-07-28
3601,13796,77,2106,3,"Nada de especial, mas funciona.",2024-12-31
3602,13974,30,251,5,"Produto excelente, chegou antes do prazo!",2023-03-30
3603,5835,182,1301,3,"Nada de especial, mas funciona.",2023-11-27
3604,14399,80,2113,2,Veio diferente do anunciado.,2023-06-06
3605,7387,1,427,3,"Nada de especial, mas funciona.",2024-10-11
3606,5499,145,269,4,Muito satisfeito com a compra.,2024-11-19
3607,11530,145,1764,2,Veio diferente do anunciado.,2023-07-07
3608,12780,103,86,5,"Produto excelente, chegou antes do prazo!",2024-02-24
3609,6369,75,1943,2,"Não recomendo, péssima experiência.",2023-10-14
3610,1033,132,1558,5,"Qualidade ótima, recomendo.",2024-06-28
3611,4963,82,2059,5,,2024-07-20
3612,10918,84,2620,2,Veio diferente do anunciado.,2023-11-12
3613,8322,175,156,3,"Produto ok, dentro do esperado.",2023-04-16
3614,1600,166,2720,4,"Qualidade ótima, recomendo.",2024-03-31
3615,14105,30,377,3,"Nada de especial, mas funciona.",2023-11-02
3616,683,159,1559,4,Muito satisfeito com a compra.,2024-04-27
3617,5894,82,1249,3,,2023-07-01
3618,2567,86,57,4,,2024-12-24
3619,6023,92,1143,4,Superou minhas expectativas!,2023-08-06
3620,7323,184,1102,3,,2024-10-17
3621,654,138,2957,5,Entrega rápida e produto conforme descrito.,2023-08-06
3622,4904,61,2092,4,Muito satisfeito com a compra.,2024-03-06
3623,7605,172,2640,3,"Entrega no prazo, produto regular.",2023-07-11
3624,12029,2,2013,4,Muito satisfeito com a compra.,2023-07-27
3625,2389,120,1222,4,Muito satisfeito com a compra.,2024-10-09
3626,8918,200,550,3,,2024-04-07
3627,1057,196,1691,4,"Produto excelente, chegou antes do prazo!",2023-03-08
3628,8495,42,830,3,"Nada de especial, mas funciona.",2024-01-10
3629,6098,115,603,4,"Produto excelente, chegou antes do prazo!",2023-10-09
3630,5449,90,1046,5,,2023-10-09
3631,8597,95,440,1,Demorou muito para chegar.,2024-03-08
3632,13578,188,2417,1,Qualidade abaixo do esperado.,2023-11-24
3633,14465,147,1454,4,Muito satisfeito com a compra.,2024-09-03
3634,2267,150,1286,1,Qualidade abaixo do esperado.,2024-12-12
3635,8647,175,983,2,Produto veio com defeito.,2024-01-13
3636,10474,58,2267,5,Entrega rápida e produto conforme descrito.,2024-01-23
3637,3422,163,1303,5,"Qualidade ótima, recomendo.",2023-08-21
3638,4121,105,1395,2,,2024-03-07
3639,6177,106,761,4,Entrega rápida e produto conforme descrito.,2024-05-16
3640,2406,145,795,5,,2024-10-15
3641,3972,92,1022,4,Muito satisfeito com a compra.,2024-06-23
3642,3282,162,495,4,Entrega rápida e produto conforme descrito.,2023-07-10
3643,6260,181,438,5,Muito satisfeito com a compra.,2024-12-10
3644,3530,115,963,4,Superou minhas expectativas!,2023-10-07
3645,4647,125,1302,5,Entrega rápida e produto conforme descrito.,2023-12-02
3646,6762,53,2510,5,"Produto excelente, chegou antes do prazo!",2024-07-10
3647,2608,175,137,4,Superou minhas expectativas!,2023-03-03
3648,10384,181,2590,4,Entrega rápida e produto conforme descrito.,2023-01-17
3649,14464,175,482,3,,2024-12-09
3650,14953,192,2703,4,Superou minhas expectativas!,2024-09-17
3651,776,16,2087,2,,2024-07-28
3652,2505,113,1735,1,Produto veio com defeito.,2023-03-26
3653,3219,155,2404,1,"Não recomendo, péssima experiência.",2023-03-29
3654,2407,151,1269,4,Entrega rápida e produto conforme descrito.,2024-06-17
3655,8501,145,840,3,"Produto ok, dentro do esperado.",2024-09-28
3656,5250,70,1544,5,"Produto excelente, chegou antes do prazo!",2023-05-08
3657,7214,158,2815,4,,2023-03-29
3658,1647,142,839,3,"Produto ok, dentro do esperado.",2024-06-16
3659,9397,58,1250,1,Qualidade abaixo do esperado.,2024-08-04
3660,1240,69,1642,4,Entrega rápida e produto conforme descrito.,2023-03-06
3661,14561,149,1358,2,Demorou muito para chegar.,2024-03-14
3662,4231,100,1508,1,"Não recomendo, péssima experiência.",2023-05-31
3663,3962,145,710,4,Entrega rápida e produto conforme descrito.,2024-05-21
3664,470,179,1492,5,,2023-12-06
3665,2293,91,688,4,"Qualidade ótima, recomendo.",2024-05-08
3666,14794,145,545,3,,2023-10-24
3667,13643,33,438,4,"Produto excelente, chegou antes do prazo!",2024-02-23
3668,4394,58,1629,4,,2023-02-11
3669,1846,104,530,2,"Não recomendo, péssima experiência.",2023-04-28
3670,11682,189,129,5,,2023-06-06
3671,12348,72,195,5,Muito satisfeito com a compra.,2023-04-23
3672,570,181,1762,2,Veio diferente do anunciado.,2024-11-22
3673,600,181,265,3,"Entrega no prazo, produto regular.",2024-10-05
3674,3956,124,2311,5,"Produto excelente, chegou antes do prazo!",2024-10-30
3675,6232,101,2975,5,,2023-12-18
3676,13956,50,2110,4,"Produto excelente, chegou antes do prazo!",2023-08-11
3677,7356,95,840,1,,2024-01-17
3678,11333,79,366,3,"Nada de especial, mas funciona.",2024-01-01
3679,3441,61,914,5,Muito satisfeito com a compra.,2023-10-02
3680,12026,195,824,3,,2023-09-25
3681,9644,9,510,5,"Produto excelente, chegou antes do prazo!",2024-10-13
3682,13439,88,237,2,Veio diferente do anunciado.,2024-10-09
3683,6895,152,2514,1,"Não recomendo, péssima experiência.",2024-12-02
3684,487,200,2628,4,"Produto excelente, chegou antes do prazo!",2024-07-27
3685,8993,133,2816,5,"Produto excelente, chegou antes do prazo!",2024-06-03
3686,10984,179,2485,4,"Produto excelente, chegou antes do prazo!",2023-05-17
3687,13189,22,1099,2,"Não recomendo, péssima experiência.",2024-01-20
3688,9287,82,1077,4,"Produto excelente, chegou antes do prazo!",2023-12-09
3689,7417,188,2944,1,Demorou muito para chegar.,2024-12-22
3690,8011,189,1173,3,"Produto ok, dentro do esperado.",2024-01-17
3691,11229,20,2486,1,,2024-08-18
3692,10125,103,1031,4,Superou minhas expectativas!,2024-12-23
3693,13418,155,2011,1,Qualidade abaixo do esperado.,2024-01-11
3694,6882,112,1009,5,"Produto excelente, chegou antes do prazo!",2023-06-17
3695,1037,136,2452,5,Muito satisfeito com a compra.,2024-09-16
3696,3881,49,946,5,Muito satisfeito com a compra.,2023-06-14
3697,11198,143,1665,3,"Produto ok, dentro do esperado.",2024-03-28
3698,1297,190,1212,4,"Qualidade ótima, recomendo.",2024-06-14
3699,8343,109,315,5,"Produto excelente, chegou antes do prazo!",2023-11-21
3700,12786,185,2387,5,"Produto excelente, chegou antes do prazo!",2024-05-12
3701,5728,75,357,1,Qualidade abaixo do esperado.,2023-08-12
3702,5548,89,2092,3,"Produto ok, dentro do esperado.",2023-06-30
3703,8949,198,2352,3,,2024-02-13
3704,13553,189,1028,5,Muito satisfeito com a compra.,2024-11-01
3705,2259,166,2456,5,Entrega rápida e produto conforme descrito.,2024-12-26
3706,1660,124,1460,5,"Produto excelente, chegou antes do prazo!",2024-12-11
3707,14905,70,19,5,Muito satisfeito com a compra.,2023-11-20
3708,4711,7,840,5,Entrega rápida e produto conforme descrito.,2024-01-08
3709,147,81,532,4,"Produto excelente, chegou antes do prazo!",2023-08-22
3710,6653,141,919,5,Superou minhas expectativas!,2024-06-14
3711,12700,77,1401,4,Muito satisfeito com a compra.,2023-03-17
3712,14309,2,2595,1,Qualidade abaixo do esperado.,2023-09-09
3713,5380,197,484,1,,2023-08-14
3714,3475,150,2079,3,"Entrega no prazo, produto regular.",2023-12-11
3715,7952,96,1256,2,Demorou muito para chegar.,2023-06-04
3716,10091,36,577,1,,2024-12-02
3717,13780,99,940,4,Superou minhas expectativas!,2023-02-26
3718,12601,101,1540,5,,2024-04-06
3719,11655,47,2365,2,,2024-01-18
3720,1497,7,1357,3,"Produto ok, dentro do esperado.",2023-12-30
3721,10957,109,2370,5,Muito satisfeito com a compra.,2024-07-11
3722,5529,75,2796,1,Demorou muito para chegar.,2024-07-12
3723,5264,99,2636,5,"Qualidade ótima, recomendo.",2023-11-22
3724,2843,151,462,5,,2023-02-26
3725,7460,21,360,5,"Produto excelente, chegou antes do prazo!",2023-02-16
3726,1210,117,1193,5,Muito satisfeito com a compra.,2024-12-27
3727,13854,2,2338,5,,2024-08-27
3728,5153,124,952,5,"Produto excelente, chegou antes do prazo!",2024-11-30
3729,14080,157,1008,5,Muito satisfeito com a compra.,2023-09-07
3730,11537,10,2660,1,Demorou muito para chegar.,2024-01-17
3731,12232,7,2933,5,Muito satisfeito com a compra.,2024-06-16
3732,1868,155,906,1,Demorou muito para chegar.,2023-03-21
3733,11483,76,2755,2,Veio diferente do anunciado.,2023-06-16
3734,6578,69,1706,3,,2024-07-24
3735,4887,91,137,2,Veio diferente do anunciado.,2024-10-19
3736,5615,65,2062,3,,2023-06-17
3737,13388,65,256,4,"Produto excelente, chegou antes do prazo!",2024-10-31
3738,1703,46,1134,5,,2024-05-24
3739,6710,175,2273,1,Veio diferente do anunciado.,2023-08-25
3740,14505,92,2586,5,"Produto excelente, chegou antes do prazo!",2023-09-22
3741,3635,5,1892,1,Produto veio com defeito.,2024-08-06
3742,6929,163,689,2,Demorou muito para chegar.,2024-06-30
3743,2993,127,1268,4,Superou minhas expectativas!,2024-05-06
3744,10725,126,968,4,"Produto excelente, chegou antes do prazo!",2023-10-01
3745,1121,43,229,2,Demorou muito para chegar.,2024-02-16
3746,3231,141,2626,4,Superou minhas expectativas!,2024-11-08
3747,11443,24,507,4,"Qualidade ótima, recomendo.",2024-03-22
3748,5731,79,2342,2,Veio diferente do anunciado.,2023-05-03
3749,8801,57,409,5,"Produto excelente, chegou antes do prazo!",2023-09-29
3750,12324,131,2174,4,,2024-02-07
3751,13056,84,1538,4,Muito satisfeito com a compra.,2023-07-30
3752,7572,56,807,5,"Produto excelente, chegou antes do prazo!",2024-01-23
3753,6476,80,1299,5,Superou minhas expectativas!,2024-02-04
3754,11312,197,2293,2,Demorou muito para chegar.,2023-12-01
3755,13525,104,2386,1,,2023-05-13
3756,6573,192,2334,5,"Produto excelente, chegou antes do prazo!",2023-02-16
3757,14860,39,173,1,"Não recomendo, péssima experiência.",2023-07-24
3758,7544,189,1547,5,Muito satisfeito com a compra.,2023-03-07
3759,10495,81,2967,4,"Qualidade ótima, recomendo.",2023-10-09
3760,5322,2,2873,5,Muito satisfeito com a compra.,2024-04-05
3761,10314,178,890,5,Muito satisfeito com a compra.,2024-12-31
3762,13888,86,2018,3,"Produto ok, dentro do esperado.",2024-10-18
3763,11136,170,688,3,"Entrega no prazo, produto regular.",2024-08-19
3764,8704,184,2655,1,"Não recomendo, péssima experiência.",2023-06-16
3765,13405,56,303,5,Entrega rápida e produto conforme descrito.,2024-05-03
3766,8500,106,666,4,Entrega rápida e produto conforme descrito.,2024-11-20
3767,2852,22,472,4,Superou minhas expectativas!,2024-09-18
3768,13688,41,2838,5,"Qualidade ótima, recomendo.",2023-12-17
3769,12000,155,2674,3,"Produto ok, dentro do esperado.",2024-07-24
3770,2521,123,947,5,"Qualidade ótima, recomendo.",2023-10-16
3771,6674,165,1414,1,Demorou muito para chegar.,2024-03-12
3772,3021,127,633,5,Muito satisfeito com a compra.,2023-11-19
3773,14395,94,2147,2,Demorou muito para chegar.,2024-02-11
3774,3663,40,590,4,"Qualidade ótima, recomendo.",2023-12-29
3775,770,51,2901,4,"Qualidade ótima, recomendo.",2024-01-26
3776,494,46,1883,3,,2024-06-04
3777,9281,78,2280,4,,2024-04-07
3778,6220,59,2094,2,,2024-12-29
3779,4005,42,2463,5,Muito satisfeito com a compra.,2024-08-15
3780,6499,57,1079,2,Produto veio com defeito.,2024-01-13
3781,13795,141,1017,5,"Qualidade ótima, recomendo.",2024-01-15
3782,9693,181,928,2,Qualidade abaixo do esperado.,2023-12-28
3783,7206,84,533,4,Entrega rápida e produto conforme descrito.,2024-01-07
3784,11970,4,1637,4,Muito satisfeito com a compra.,2023-12-12
3785,9446,28,1781,4,"Produto excelente, chegou antes do prazo!",2024-09-16
3786,13156,25,2074,4,,2024-05-15
3787,2920,19,1102,1,Veio diferente do anunciado.,2023-05-26
3788,12117,126,1464,5,,2023-12-02
3789,11440,18,1071,3,"Entrega no prazo, produto regular.",2024-11-03
3790,11576,31,879,1,Produto veio com defeito.,2023-02-05
3791,13754,80,1160,3,,2023-10-29
3792,10455,26,445,1,,2024-08-07
3793,7169,83,1968,1,Produto veio com defeito.,2023-04-20
3794,8553,82,2242,4,Muito satisfeito com a compra.,2023-09-26
3795,9585,88,994,5,Superou minhas expectativas!,2023-12-22
3796,1189,66,168,3,,2024-06-22
3797,9268,118,2676,3,"Nada de especial, mas funciona.",2024-11-09
3798,1413,37,2147,1,Veio diferente do anunciado.,2024-12-19
3799,2676,139,2469,1,,2024-04-03
3800,4648,81,1058,5,Superou minhas expectativas!,2024-01-22
3801,13143,104,1165,5,Muito satisfeito com a compra.,2024-05-18
3802,4084,125,2840,1,"Não recomendo, péssima experiência.",2023-07-11
3803,2668,25,2488,4,Superou minhas expectativas!,2023-03-10
3804,14876,56,2407,5,,2024-06-06
3805,13520,199,431,4,Superou minhas expectativas!,2023-10-27
3806,14055,42,68,1,Veio diferente do anunciado.,2023-11-08
3807,12741,154,10,4,Superou minhas expectativas!,2024-04-07
3808,3634,135,2693,5,Superou minhas expectativas!,2023-11-14
3809,14519,142,548,4,,2024-01-20
3810,12695,176,323,4,"Produto excelente, chegou antes do prazo!",2023-12-05
3811,7033,84,2592,3,"Nada de especial, mas funciona.",2024-04-21
3812,9304,62,664,3,,2023-09-20
3813,2485,61,2073,4,"Qualidade ótima, recomendo.",2024-04-29
3814,2523,110,460,3,,2024-12-22
3815,13678,13,1191,5,,2023-03-18
3816,14295,4,2776,4,,2023-06-26
3817,12579,8,1016,4,"Produto excelente, chegou antes do prazo!",2023-12-29
3818,10475,95,2500,4,"Qualidade ótima, recomendo.",2023-10-12
3819,10500,102,1236,3,,2024-12-23
3820,6910,109,1361,3,,2023-11-15
3821,5226,108,2347,1,"Não recomendo, péssima experiência.",2023-12-08
3822,12924,79,1908,1,Qualidade abaixo do esperado.,2023-08-19
3823,7189,185,871,3,,2023-07-14
3824,9479,159,2385,2,Qualidade abaixo do esperado.,2024-11-30
3825,2720,7,1976,5,,2024-03-30
3826,7507,187,322,2,,2024-05-23
3827,8334,186,1983,1,"Não recomendo, péssima experiência.",2023-11-08
3828,6300,63,1111,5,"Produto excelente, chegou antes do prazo!",2024-08-22
3829,1668,11,1295,5,Muito satisfeito com a compra.,2024-01-05
3830,83,55,1643,5,"Qualidade ótima, recomendo.",2024-12-21
3831,6073,173,326,5,"Qualidade ótima, recomendo.",2023-04-30
3832,12561,178,1253,5,"Produto excelente, chegou antes do prazo!",2023-12-04
3833,2611,155,842,2,Qualidade abaixo do esperado.,2023-09-09
3834,7703,103,2428,4,,2023-09-15
3835,1707,186,2639,2,"Não recomendo, péssima experiência.",2023-12-30
3836,4168,126,1566,3,"Entrega no prazo, produto regular.",2023-12-28
3837,11321,131,1253,5,Muito satisfeito com a compra.,2024-02-27
3838,7050,145,269,4,"Qualidade ótima, recomendo.",2024-05-24
3839,2877,97,797,5,Superou minhas expectativas!,2023-10-05
3840,4481,41,2642,4,Muito satisfeito com a compra.,2024-09-23
3841,11455,95,2214,4,"Qualidade ótima, recomendo.",2024-10-01
3842,14806,38,1636,2,,2024-04-24
3843,3430,137,2763,3,,2024-10-08
3844,12196,32,2479,4,,2023-06-25
3845,8929,76,914,3,"Nada de especial, mas funciona.",2023-01-12
3846,6149,1,2349,2,Demorou muito para chegar.,2023-12-07
3847,2760,130,190,1,"Não recomendo, péssima experiência.",2023-02-05
3848,7246,4,1683,3,"Produto ok, dentro do esperado.",2023-05-16
3849,4165,159,1917,4,Entrega rápida e produto conforme descrito.,2024-04-25
3850,2874,98,1427,5,,2024-07-15
3851,12169,22,1801,4,,2024-05-31
3852,5039,67,2142,4,"Produto excelente, chegou antes do prazo!",2024-02-24
3853,1304,55,1940,3,"Nada de especial, mas funciona.",2024-10-06
3854,13599,46,257,4,Entrega rápida e produto conforme descrito.,2024-08-06
3855,14256,95,2332,4,Entrega rápida e produto conforme descrito.,2023-12-25
3856,13716,193,898,3,"Produto ok, dentro do esperado.",2023-11-15
3857,8908,140,637,5,"Qualidade ótima, recomendo.",2024-08-27
3858,7243,62,436,3,"Produto ok, dentro do esperado.",2023-12-31
3859,6672,194,142,5,,2024-09-20
3860,12826,47,1134,4,Entrega rápida e produto conforme descrito.,2024-09-20
3861,1060,133,1155,5,Entrega rápida e produto conforme descrito.,2023-06-20
3862,9519,1,1934,1,Demorou muito para chegar.,2023-10-05
3863,13413,41,2277,2,,2024-03-20
3864,12268,126,587,4,Superou minhas expectativas!,2024-09-26
3865,8853,44,574,5,"Produto excelente, chegou antes do prazo!",2023-12-14
3866,3900,157,528,1,Qualidade abaixo do esperado.,2024-11-12
3867,8171,35,758,4,"Produto excelente, chegou antes do prazo!",2023-04-16
3868,4664,116,409,4,"Qualidade ótima, recomendo.",2024-01-09
3869,2050,22,2419,5,"Qualidade ótima, recomendo.",2023-02-08
3870,5036,98,348,3,"Produto ok, dentro do esperado.",2023-02-25
3871,862,29,1610,4,"Qualidade ótima, recomendo.",2024-01-13
3872,14200,98,394,2,Qualidade abaixo do esperado.,2023-03-30
3873,9562,163,1300,1,Produto veio com defeito.,2024-05-19
3874,11623,127,390,4,Muito satisfeito com a compra.,2023-08-13
3875,13816,90,2528,5,"Qualidade ótima, recomendo.",2024-02-22
3876,7456,72,2454,3,"Produto ok, dentro do esperado.",2024-06-25
3877,12151,101,293,4,Entrega rápida e produto conforme descrito.,2024-12-09
3878,6453,29,2479,4,Muito satisfeito com a compra.,2023-08-31
3879,10103,95,1645,1,Demorou muito para chegar.,2023-11-21
3880,14933,182,2330,1,Veio diferente do anunciado.,2023-06-11
3881,5872,81,2048,4,,2023-11-24
3882,6156,109,1515,4,,2024-01-01
3883,8061,101,1362,4,"Qualidade ótima, recomendo.",2023-02-18
3884,10229,54,1354,1,Veio diferente do anunciado.,2023-03-23
3885,12335,28,1207,1,Produto veio com defeito.,2023-12-14
3886,1694,190,1913,4,Muito satisfeito com a compra.,2024-07-04
3887,1911,79,1766,3,"Produto ok, dentro do esperado.",2023-12-01
3888,12723,40,2620,1,Veio diferente do anunciado.,2024-01-27
3889,12269,155,141,2,Demorou muito para chegar.,2024-11-25
3890,2465,87,1791,1,Demorou muito para chegar.,2024-12-27
3891,12170,103,1052,3,,2023-09-21
3892,7790,57,2797,1,Veio diferente do anunciado.,2023-08-31
3893,2748,58,2174,2,Demorou muito para chegar.,2023-04-24
3894,6007,45,325,4,"Qualidade ótima, recomendo.",2023-12-19
3895,705,113,1033,3,"Nada de especial, mas funciona.",2024-05-23
3896,1932,34,773,4,,2024-03-19
3897,11079,197,2186,3,"Nada de especial, mas funciona.",2024-10-02
3898,11206,43,2459,1,Veio diferente do anunciado.,2024-12-28
3899,14988,152,199,5,Superou minhas expectativas!,2023-05-24
3900,10478,182,1728,4,Superou minhas expectativas!,2023-01-25
3901,11868,33,2441,3,"Nada de especial, mas funciona.",2024-04-14
3902,3608,91,2596,3,,2023-08-16
3903,12772,141,2112,5,"Qualidade ótima, recomendo.",2023-06-11
3904,14984,108,1424,5,Muito satisfeito com a compra.,2023-07-29
3905,14792,111,1764,5,,2024-02-22
3906,9405,98,1759,2,,2023-07-12
3907,5360,145,888,4,,2023-02-24
3908,1465,33,890,5,Muito satisfeito com a compra.,2023-02-17
3909,88,66,786,3,,2024-01-17
3910,14859,10,130,2,Produto veio com defeito.,2024-01-28
3911,6227,8,2761,5,"Qualidade ótima, recomendo.",2024-03-30
3912,476,57,788,3,"Produto ok, dentro do esperado.",2023-05-30
3913,8591,102,1817,5,Muito satisfeito com a compra.,2024-05-14
3914,5339,47,1086,5,Muito satisfeito com a compra.,2024-06-24
3915,6956,74,2411,5,,2023-03-10
3916,12363,181,1304,5,"Qualidade ótima, recomendo.",2024-06-25
3917,5406,164,1909,5,Superou minhas expectativas!,2024-02-27
3918,8922,34,2346,3,,2023-09-01
3919,9930,68,1233,4,Muito satisfeito com a compra.,2024-05-07
3920,1917,59,1186,2,Produto veio com defeito.,2024-08-11
3921,2136,32,2661,4,"Produto excelente, chegou antes do prazo!",2023-03-15
3922,4068,78,857,4,"Produto excelente, chegou antes do prazo!",2024-08-15
3923,7855,106,841,2,"Não recomendo, péssima experiência.",2024-06-30
3924,14190,151,69,5,Entrega rápida e produto conforme descrito.,2024-05-20
3925,188,43,1005,1,Veio diferente do anunciado.,2024-12-19
3926,1592,111,2780,5,,2024-07-18
3927,4163,30,2529,5,,2023-04-20
3928,13513,90,1161,1,Qualidade abaixo do esperado.,2024-01-08
3929,1744,127,1617,5,,2024-03-20
3930,12998,126,419,5,"Produto excelente, chegou antes do prazo!",2024-12-22
3931,14025,111,2672,5,Entrega rápida e produto conforme descrito.,2023-03-20
3932,13626,83,2417,5,"Produto excelente, chegou antes do prazo!",2024-01-24
3933,11362,115,950,5,"Qualidade ótima, recomendo.",2023-07-05
3934,14435,187,2563,4,Muito satisfeito com a compra.,2023-09-27
3935,3278,126,984,2,"Não recomendo, péssima experiência.",2023-12-31
3936,8499,65,2936,5,"Qualidade ótima, recomendo.",2023-12-23
3937,6639,7,499,1,Produto veio com defeito.,2024-06-02
3938,2949,71,1334,1,Demorou muito para chegar.,2023-02-22
3939,11798,36,914,5,,2023-12-29
3940,8644,110,799,2,Produto veio com defeito.,2024-06-18
3941,1768,117,266,4,Entrega rápida e produto conforme descrito.,2024-07-11
3942,7128,56,2415,4,Superou minhas expectativas!,2024-04-25
3943,2650,144,1783,4,"Qualidade ótima, recomendo.",2024-07-21
3944,10724,157,1755,3,"Nada de especial, mas funciona.",2023-12-28
3945,10602,13,2739,3,"Produto ok, dentro do esperado.",2024-06-12
3946,5677,55,546,5,Superou minhas expectativas!,2024-12-07
3947,1816,65,1451,2,Produto veio com defeito.,2024-12-17
3948,12938,42,2080,4,,2024-05-17
3949,5110,126,1375,1,Produto veio com defeito.,2023-07-03
3950,1871,181,1194,1,Qualidade abaixo do esperado.,2023-06-16
3951,777,117,2512,5,Muito satisfeito com a compra.,2023-11-06
3952,972,98,170,5,"Qualidade ótima, recomendo.",2024-06-09
3953,4279,139,1636,4,Superou minhas expectativas!,2023-03-27
3954,14827,74,2785,1,"Não recomendo, péssima experiência.",2023-08-19
3955,14451,83,1901,5,"Produto excelente, chegou antes do prazo!",2023-11-23
3956,1991,108,1987,5,"Qualidade ótima, recomendo.",2023-11-26
3957,12387,96,1095,2,Veio diferente do anunciado.,2024-12-27
3958,8026,26,2516,5,"Produto excelente, chegou antes do prazo!",2023-02-22
3959,3165,124,2690,5,Muito satisfeito com a compra.,2023-02-17
3960,10842,61,2314,2,Veio diferente do anunciado.,2023-11-14
3961,3435,55,226,3,"Produto ok, dentro do esperado.",2023-03-07
3962,6501,26,714,5,"Qualidade ótima, recomendo.",2024-05-13
3963,5068,52,68,3,,2023-06-15
3964,10397,149,2461,5,"Produto excelente, chegou antes do prazo!",2024-05-27
3965,3016,167,1045,1,Veio diferente do anunciado.,2024-05-13
3966,6661,143,2775,3,,2023-11-25
