id,pedido_id,cliente_id,categoria_problema,data_abertura,data_resolucao,status
1964,2539,2450,troca,2024-05-14,,aberto
1965,1997,1248,troca,2023-05-16,2023-05-24,resolvido
1966,10039,2401,dúvida,2023-11-15,2023-11-25,resolvido
1967,12862,1537,defeito,2024-12-31,,escalado
1968,14304,179,cobrança,2023-11-21,2023-12-01,resolvido
1969,4237,1020,atraso,2023-07-22,,aberto
1970,10517,1488,troca,2023-02-10,2023-02-16,resolvido
1971,13189,1099,troca,2024-01-05,,aberto
1972,8451,167,atraso,2023-03-16,2023-04-05,resolvido
1973,11374,1168,defeito,2023-02-11,2023-02-18,resolvido
1974,6340,1388,troca,2024-01-02,2024-01-08,resolvido
1975,9304,664,cobrança,2023-08-31,2023-09-10,resolvido
1976,12952,261,defeito,2023-05-26,,aberto
1977,1886,1021,cobrança,2023-12-09,2023-12-15,resolvido
1978,9940,1618,defeito,2024-07-01,2024-07-10,resolvido
1979,3659,2365,troca,2023-01-30,2023-02-01,resolvido
1980,2186,1310,dúvida,2023-10-22,2023-10-27,resolvido
1981,2221,2671,atraso,2024-12-01,,aberto
1982,13105,1715,atraso,2024-08-05,,aberto
1983,14793,2375,cobrança,2023-11-22,2023-11-29,resolvido
1984,9892,262,dúvida,2023-11-13,,escalado
1985,8557,1368,defeito,2023-12-03,,escalado
1986,3946,82,troca,2024-06-10,,aberto
1987,10698,1836,atraso,2023-12-19,,escalado
1988,1235,2786,defeito,2023-04-07,,aberto
1989,3847,1838,atraso,2024-01-14,2024-01-28,resolvido
1990,2656,542,cobrança,2024-10-19,2024-10-27,resolvido
1991,6071,233,cobrança,2024-03-06,,escalado
1992,12056,1469,dúvida,2024-08-04,2024-08-07,resolvido
1993,6352,243,defeito,2024-12-15,2024-12-21,resolvido
1994,1441,475,dúvida,2023-03-11,,aberto
1995,617,1806,defeito,2023-12-11,,aberto
1996,13984,1095,cobrança,2024-09-08,,aberto
1997,11629,1186,defeito,2024-08-31,,aberto
1998,3188,523,atraso,2024-01-16,,aberto
1999,3916,555,dúvida,2024-10-08,,aberto
2000,5400,1533,troca,2023-09-03,,aberto
2001,6440,2171,troca,2024-08-15,2024-08-19,resolvido
2002,4993,126,defeito,2023-04-19,,aberto
2003,6115,1128,dúvida,2023-07-06,,escalado
2004,12185,1055,troca,2024-10-19,,escalado
2005,8273,563,troca,2024-06-16,2024-06-20,resolvido
2006,11530,1764,cobrança,2023-06-02,,aberto
2007,5033,780,dúvida,2023-07-26,2023-08-03,resolvido
2008,10161,1321,defeito,2024-04-06,2024-04-14,resolvido
2009,10618,2054,cobrança,2023-02-25,2023-03-07,resolvido
2010,8053,425,atraso,2023-09-06,2023-09-13,resolvido
2011,7294,2067,cobrança,2023-05-15,,aberto
2012,10645,512,atraso,2023-08-10,,aberto
2013,9281,2280,defeito,2024-03-28,2024-03-31,resolvido
2014,5072,1491,cobrança,2023-03-14,2023-03-23,resolvido
2015,76,1809,atraso,2023-12-12,2023-12-30,resolvido
2016,10490,1685,atraso,2024-02-20,,escalado
2017,4512,1006,troca,2023-11-28,2023-11-29,resolvido
2018,12485,2498,dúvida,2023-11-19,2023-11-22,resolvido
2019,1721,667,dúvida,2023-12-03,2023-12-05,resolvido
2020,8498,2646,atraso,2024-04-02,,escalado
2021,14188,193,atraso,2023-10-28,,aberto
2022,4144,2061,troca,2024-05-02,,aberto
2023,5094,2658,cobrança,2023-12-01,2023-12-10,resolvido
2024,9195,2126,troca,2023-10-06,2023-10-14,resolvido
2025,5616,1058,dúvida,2024-01-14,,escalado
2026,12450,2840,atraso,2023-02-13,2023-02-26,resolvido
2027,7846,2955,cobrança,2024-09-16,2024-09-20,resolvido
2028,7141,1490,troca,2024-05-02,2024-05-03,resolvido
2029,5456,1455,dúvida,2024-08-19,2024-08-23,resolvido
2030,2741,97,dúvida,2024-05-04,2024-05-13,resolvido
2031,4037,544,atraso,2024-08-16,,aberto
2032,4214,2488,cobrança,2024-06-21,2024-06-29,resolvido
2033,9220,1098,cobrança,2024-09-28,,aberto
2034,9043,727,dúvida,2024-01-08,,aberto
2035,4649,1976,dúvida,2024-04-28,2024-05-05,resolvido
2036,1104,1883,atraso,2023-10-07,2023-10-17,resolvido
2037,12,1692,dúvida,2024-04-27,2024-05-05,resolvido
2038,3085,1680,defeito,2024-12-06,2024-12-16,resolvido
2039,4989,2453,dúvida,2023-11-29,,aberto
2040,9221,1383,dúvida,2024-09-24,,aberto
2041,593,2695,troca,2024-07-21,,aberto
2042,4054,1942,atraso,2024-05-30,2024-06-09,resolvido
2043,14031,174,atraso,2023-09-09,2023-09-20,resolvido
2044,13479,2659,dúvida,2023-08-01,,escalado
2045,9181,2795,defeito,2024-08-01,2024-08-06,resolvido
2046,2176,149,defeito,2023-09-06,2023-09-10,resolvido
2047,13420,897,dúvida,2023-12-27,2024-01-04,resolvido
2048,6695,2153,troca,2023-05-01,2023-05-08,resolvido
2049,14964,351,dúvida,2024-08-12,,escalado
2050,6869,705,defeito,2023-11-15,2023-11-19,resolvido
2051,3840,1003,dúvida,2024-02-22,,escalado
2052,10493,1605,cobrança,2023-10-04,2023-10-05,resolvido
2053,3451,2516,troca,2023-10-20,2023-10-27,resolvido
2054,14556,1965,dúvida,2023-06-15,,aberto
2055,7393,1566,cobrança,2023-05-31,2023-06-02,resolvido
2056,10636,1583,cobrança,2023-12-03,2023-12-12,resolvido
2057,14674,926,defeito,2023-07-23,2023-08-02,resolvido
2058,7752,2865,cobrança,2023-11-17,,aberto
2059,1463,432,dúvida,2024-08-28,,escalado
2060,8208,1718,dúvida,2024-02-25,,aberto
2061,5161,2194,troca,2023-04-01,2023-04-10,resolvido
2062,8604,1554,atraso,2024-04-13,2024-05-03,resolvido
2063,9022,2388,cobrança,2023-12-03,,escalado
2064,7772,1283,cobrança,2023-02-21,2023-02-27,resolvido
2065,806,1888,cobrança,2024-09-29,2024-10-08,resolvido
2066,9875,1023,troca,2024-11-10,,aberto
2067,13277,612,defeito,2023-10-10,,escalado
2068,7385,2601,atraso,2023-12-27,,escalado
2069,7567,242,defeito,2023-12-24,2024-01-01,resolvido
2070,9077,2380,defeito,2024-06-01,2024-06-05,resolvido
2071,12042,1325,defeito,2023-11-12,2023-11-17,resolvido
2072,3360,270,dúvida,2024-02-10,,aberto
2073,7102,396,atraso,2024-11-06,,aberto
2074,11331,1848,defeito,2023-12-03,2023-12-13,resolvido
2075,14844,222,dúvida,2023-06-22,2023-07-01,resolvido
2076,10776,2249,dúvida,2023-03-08,2023-03-18,resolvido
2077,12057,1006,defeito,2024-09-15,2024-09-17,resolvido
2078,6201,2710,atraso,2023-08-11,,aberto
2079,705,1033,dúvida,2024-05-24,,aberto
2080,10839,1087,dúvida,2024-12-31,,aberto
2081,9370,675,cobrança,2024-04-07,2024-04-17,resolvido
2082,6771,119,troca,2023-12-02,2023-12-07,resolvido
2083,9233,2250,troca,2023-02-23,2023-02-26,resolvido
2084,12574,2887,troca,2024-07-04,2024-07-05,resolvido
2085,12783,2237,cobrança,2024-11-24,2024-12-02,resolvido
2086,13607,1687,dúvida,2024-04-14,2024-04-22,resolvido
2087,8907,1997,atraso,2023-12-16,2023-12-30,resolvido
2088,12673,1321,cobrança,2024-07-15,,escalado
2089,9477,1357,atraso,2024-12-09,2024-12-20,resolvido
2090,7941,2364,defeito,2023-05-21,,aberto
2091,11828,1171,atraso,2024-11-06,2024-11-11,resolvido
2092,3265,391,atraso,2024-11-02,2024-11-16,resolvido
2093,2902,1485,atraso,2023-09-28,,aberto
2094,2358,2959,troca,2024-12-12,,aberto
2095,4043,452,dúvida,2024-01-28,2024-02-05,resolvido
2096,9818,743,defeito,2023-07-02,,escalado
2097,6337,2592,atraso,2024-06-30,2024-07-13,resolvido
2098,9278,2943,dúvida,2024-09-04,2024-09-11,resolvido
2099,11449,1978,troca,2024-11-30,,aberto
2100,2307,2404,atraso,2024-12-25,2025-01-08,resolvido
2101,4596,2554,cobrança,2023-12-13,,aberto
2102,11549,535,atraso,2023-11-26,,escalado
2103,10734,1391,defeito,2024-12-03,2024-12-09,resolvido
2104,13975,1333,cobrança,2023-05-30,2023-06-09,resolvido
2105,9737,819,troca,2024-10-24,2024-10-31,resolvido
2106,3963,978,cobrança,2024-02-11,,escalado
2107,10846,1143,dúvida,2024-02-23,2024-02-24,resolvido
2108,11164,1158,atraso,2023-11-20,,aberto
2109,12282,1283,troca,2023-04-22,,escalado
2110,8728,974,troca,2023-05-07,2023-05-14,resolvido
2111,1291,528,dúvida,2023-03-16,2023-03-19,resolvido
2112,10918,2620,dúvida,2023-11-10,,escalado
2113,14082,13,troca,2023-11-29,2023-11-30,resolvido
2114,14624,1265,troca,2024-06-07,2024-06-12,resolvido
2115,11215,2614,dúvida,2024-09-07,,escalado
2116,14689,649,defeito,2024-11-11,2024-11-17,resolvido
2117,12167,867,atraso,2024-04-11,,escalado
2118,12019,841,dúvida,2023-12-19,,aberto
2119,8093,1868,atraso,2024-07-07,,escalado
2120,853,1468,troca,2024-04-16,2024-04-26,resolvido
2121,782,191,atraso,2023-10-22,2023-10-29,resolvido
2122,5218,926,dúvida,2023-05-11,2023-05-19,resolvido
2123,7893,442,cobrança,2023-09-29,2023-10-08,resolvido
2124,11801,2143,atraso,2024-12-07,,escalado
2125,6081,2664,troca,2023-11-17,2023-11-18,resolvido
2126,6602,2683,atraso,2024-05-25,,escalado
2127,8117,1456,defeito,2024-05-11,,aberto
2128,8884,2589,dúvida,2023-03-06,,aberto
2129,14403,2475,dúvida,2023-10-04,,aberto
2130,13457,2539,dúvida,2023-10-05,2023-10-15,resolvido
2131,5374,1837,dúvida,2024-02-25,,aberto
2132,12829,1012,troca,2023-11-21,2023-11-24,resolvido
2133,1891,2196,dúvida,2024-12-18,,escalado
2134,5526,2552,defeito,2024-06-23,2024-06-24,resolvido
2135,6998,2205,dúvida,2023-11-30,,aberto
2136,4800,925,atraso,2023-08-14,,escalado
2137,9789,2880,atraso,2024-06-09,2024-06-19,resolvido
2138,10334,314,troca,2024-06-21,2024-06-28,resolvido
2139,796,1541,defeito,2023-11-20,,escalado
2140,1637,1351,dúvida,2024-02-25,2024-02-26,resolvido
2141,12996,1654,atraso,2023-05-29,,aberto
2142,13453,1671,dúvida,2023-07-24,,aberto
2143,9113,1140,defeito,2024-07-30,,escalado
2144,4265,2998,atraso,2024-06-08,2024-06-24,resolvido
2145,7909,16,cobrança,2024-05-17,2024-05-26,resolvido
2146,8135,19,dúvida,2024-10-05,2024-10-12,resolvido
2147,12439,379,atraso,2023-01-18,,escalado
2148,1564,89,atraso,2023-10-24,2023-11-10,resolvido
2149,14338,1899,cobrança,2023-06-01,2023-06-04,resolvido
2150,14861,906,dúvida,2023-11-21,2023-11-28,resolvido
2151,1580,763,defeito,2023-02-16,2023-02-19,resolvido
2152,10672,2513,dúvida,2024-11-05,2024-11-11,resolvido
2153,2623,2728,troca,2024-05-14,2024-05-18,resolvido
2154,4749,1917,defeito,2023-08-25,2023-09-02,resolvido
2155,4431,2431,cobrança,2023-06-19,2023-06-23,resolvido
2156,3341,2634,defeito,2024-07-11,,aberto
2157,11789,615,cobrança,2024-01-11,,aberto
2158,7101,368,atraso,2023-01-22,,aberto
2159,3035,1701,troca,2024-12-28,,escalado
2160,8257,1661,defeito,2023-05-19,2023-05-21,resolvido
2161,10105,313,troca,2023-04-24,,escalado
2162,10783,1988,troca,2023-06-30,,aberto
2163,9106,2656,atraso,2024-02-08,,escalado
2164,11699,2620,dúvida,2023-09-06,2023-09-13,resolvido
2165,14747,976,defeito,2023-03-29,,escalado
2166,12194,775,atraso,2023-03-19,2023-04-06,resolvido
2167,5166,2131,cobrança,2024-05-17,,aberto
2168,13152,2994,atraso,2023-05-24,2023-06-12,resolvido
2169,14913,1272,atraso,2024-12-31,2025-01-08,resolvido
2170,4179,1698,dúvida,2023-12-12,2023-12-20,resolvido
2171,5271,2396,dúvida,2024-07-28,2024-07-31,resolvido
2172,6923,2390,troca,2024-09-10,2024-09-13,resolvido
2173,7083,21,troca,2023-08-07,2023-08-09,resolvido
2174,6981,545,troca,2023-11-08,2023-11-14,resolvido
2175,12666,1199,atraso,2024-01-23,,escalado
2176,9581,931,cobrança,2024-12-05,2024-12-13,resolvido
2177,648,2736,atraso,2024-12-21,,escalado
2178,5182,2842,atraso,2023-11-21,2023-12-01,resolvido
2179,7689,1113,cobrança,2024-10-06,,aberto
2180,6993,1495,dúvida,2024-03-10,2024-03-16,resolvido
2181,10942,1629,troca,2023-12-17,2023-12-20,resolvido
2182,1316,2641,defeito,2023-04-03,2023-04-04,resolvido
2183,2429,51,troca,2024-01-04,2024-01-13,resolvido
2184,14981,1461,defeito,2023-02-09,,escalado
2185,1752,1771,dúvida,2023-03-18,2023-03-24,resolvido
2186,10959,1837,cobrança,2023-07-17,2023-07-20,resolvido
2187,4763,1941,dúvida,2023-06-05,,aberto
2188,13246,478,defeito,2024-12-28,,escalado
2189,9464,373,troca,2024-01-21,2024-01-28,resolvido
2190,5819,1683,atraso,2023-07-15,2023-07-29,resolvido
2191,10060,461,dúvida,2023-11-29,,escalado
2192,11985,159,cobrança,2023-10-23,2023-10-26,resolvido
2193,9744,2030,dúvida,2024-06-12,2024-06-18,resolvido
2194,10537,1848,defeito,2023-03-16,2023-03-26,resolvido
2195,55,2596,atraso,2023-09-25,2023-10-04,resolvido
2196,9397,1250,defeito,2024-07-16,2024-07-17,resolvido
2197,8713,2255,defeito,2023-05-03,,escalado
2198,12381,2557,dúvida,2024-07-29,,aberto
2199,340,826,troca,2023-11-28,2023-12-08,resolvido
2200,12029,2013,dúvida,2023-06-22,2023-06-30,resolvido
2201,4227,2213,troca,2024-05-09,2024-05-11,resolvido
2202,12951,2889,defeito,2023-10-10,2023-10-18,resolvido
2203,3082,2771,dúvida,2023-09-18,,aberto
2204,9024,2546,dúvida,2024-01-07,2024-01-16,resolvido
2205,6006,549,troca,2024-10-02,,escalado
2206,6526,1022,dúvida,2024-01-25,,escalado
2207,9960,2829,dúvida,2024-05-13,,aberto
2208,60,1567,dúvida,2024-04-19,2024-04-27,resolvido
2209,983,2304,troca,2024-01-07,2024-01-09,resolvido
2210,10333,2682,troca,2023-02-13,2023-02-16,resolvido
2211,3500,2346,defeito,2023-03-29,2023-04-03,resolvido
2212,14073,125,cobrança,2024-03-04,2024-03-07,resolvido
2213,123,1570,cobrança,2023-12-16,,aberto
2214,7951,1578,defeito,2023-09-04,,escalado
2215,3006,1711,defeito,2024-04-17,,escalado
2216,14000,2337,atraso,2024-01-20,2024-01-26,resolvido
2217,4224,546,cobrança,2024-03-20,,escalado
2218,12193,2393,cobrança,2023-11-03,,aberto
2219,9342,2161,atraso,2024-08-22,2024-09-08,resolvido
2220,13565,582,defeito,2024-07-26,2024-08-05,resolvido
2221,10065,520,defeito,2024-05-20,,escalado
2222,7353,163,atraso,2024-03-21,,aberto
2223,4466,2685,atraso,2023-11-03,2023-11-18,resolvido
2224,11352,1883,dúvida,2024-09-27,,escalado
2225,10819,2294,dúvida,2024-06-07,2024-06-11,resolvido
2226,2237,2786,troca,2023-05-05,2023-05-12,resolvido
2227,3315,2976,defeito,2023-06-19,,escalado
2228,6258,2220,defeito,2023-11-18,2023-11-26,resolvido
2229,14420,2428,dúvida,2023-11-20,2023-11-26,resolvido
2230,11395,1119,atraso,2023-02-07,2023-02-16,resolvido
2231,11786,1690,cobrança,2023-12-17,,escalado
2232,14919,701,defeito,2023-08-08,2023-08-10,resolvido
2233,14799,2996,troca,2023-11-16,2023-11-19,resolvido
2234,3610,2974,atraso,2024-08-13,2024-08-20,resolvido
2235,12260,373,dúvida,2024-07-07,,aberto
2236,11968,1918,dúvida,2023-07-29,2023-08-02,resolvido
2237,12741,10,dúvida,2024-04-14,2024-04-22,resolvido
2238,854,974,atraso,2023-02-02,2023-02-20,resolvido
2239,2713,1044,troca,2023-12-02,2023-12-12,resolvido
2240,3029,1580,atraso,2023-04-09,2023-04-28,resolvido
2241,3436,1029,defeito,2023-05-16,2023-05-26,resolvido
2242,13483,231,troca,2023-12-21,2023-12-31,resolvido
2243,8337,235,troca,2024-08-12,2024-08-14,resolvido
2244,3669,1357,troca,2023-02-14,2023-02-17,resolvido
2245,6002,1420,atraso,2024-06-22,2024-07-11,resolvido
2246,446,1644,troca,2023-09-11,2023-09-15,resolvido
2247,7613,1879,cobrança,2024-10-25,,escalado
2248,14041,1974,atraso,2024-10-04,,escalado
2249,2788,1665,troca,2023-06-10,,aberto
2250,6283,1033,dúvida,2023-12-24,,aberto
2251,9348,22,atraso,2023-11-15,,aberto
2252,3885,1847,cobrança,2024-05-10,2024-05-18,resolvido
2253,14179,460,dúvida,2024-09-30,2024-10-01,resolvido
2254,1403,1104,cobrança,2024-04-10,,escalado
2255,2996,686,cobrança,2023-09-14,,aberto
2256,8782,756,dúvida,2023-11-24,,aberto
2257,13354,15,cobrança,2024-02-12,,aberto
2258,9432,1607,atraso,2023-09-14,,aberto
2259,8105,1314,defeito,2024-10-23,2024-11-02,resolvido
2260,13125,965,cobrança,2023-12-05,,escalado
2261,4850,606,troca,2024-07-31,2024-08-06,resolvido
2262,10173,2956,troca,2023-11-22,2023-12-01,resolvido
2263,8890,397,troca,2023-06-09,2023-06-16,resolvido
2264,3949,1738,atraso,2024-12-12,2024-12-31,resolvido
2265,6286,531,defeito,2023-06-19,,escalado
2266,5548,2092,defeito,2023-06-25,,aberto
2267,11148,1698,atraso,2023-04-26,,aberto
2268,10905,1006,defeito,2023-09-28,2023-10-06,resolvido
2269,3856,2074,dúvida,2023-03-13,,escalado
2270,13598,88,cobrança,2023-12-04,2023-12-09,resolvido
2271,8210,1121,troca,2024-02-07,2024-02-09,resolvido
2272,286,2473,dúvida,2023-08-08,2023-08-17,resolvido
2273,6295,2784,defeito,2023-08-23,2023-09-02,resolvido
2274,9613,2617,defeito,2024-11-01,2024-11-05,resolvido
2275,454,822,troca,2023-12-09,2023-12-14,resolvido
2276,14767,2684,cobrança,2024-10-06,2024-10-07,resolvido
2277,10366,2833,dúvida,2023-11-29,2023-12-07,resolvido
2278,9779,1661,cobrança,2023-11-21,,aberto
2279,7165,1087,dúvida,2024-12-23,2024-12-30,resolvido
2280,10280,1514,cobrança,2024-07-15,,escalado
2281,7550,1560,dúvida,2023-04-27,,aberto
2282,451,2716,dúvida,2023-01-31,,aberto
2283,13676,2466,atraso,2023-11-14,2023-11-24,resolvido
2284,5834,657,cobrança,2024-07-01,,aberto
2285,1303,1210,cobrança,2023-12-24,,escalado
2286,12684,1899,atraso,2024-04-04,,aberto
2287,4648,1058,troca,2024-01-25,,aberto
2288,928,15,troca,2023-05-15,,escalado
2289,1265,431,atraso,2023-03-23,2023-04-02,resolvido
2290,1734,452,dúvida,2023-04-18,,aberto
2291,7961,1434,atraso,2023-12-15,,escalado
2292,3084,928,dúvida,2024-03-04,2024-03-09,resolvido
2293,4245,2785,defeito,2024-02-08,2024-02-15,resolvido
2294,10056,226,defeito,2024-07-27,2024-08-06,resolvido
2295,6013,2161,troca,2023-11-05,,escalado
2296,6733,1872,dúvida,2023-12-21,2023-12-22,resolvido
2297,13286,251,atraso,2024-12-03,,aberto
2298,3690,1628,atraso,2023-01-28,2023-02-10,resolvido
2299,11814,2947,atraso,2023-11-26,2023-12-13,resolvido
2300,4456,1081,cobrança,2023-12-16,2023-12-24,resolvido
2301,6711,1809,dúvida,2023-11-17,,escalado
2302,1498,651,atraso,2023-11-22,,aberto
2303,2526,1105,troca,2023-09-04,2023-09-05,resolvido
2304,11735,777,troca,2023-07-27,2023-07-30,resolvido
2305,11077,1307,defeito,2024-09-29,2024-10-09,resolvido
2306,4169,2517,defeito,2024-09-16,2024-09-26,resolvido
2307,6119,893,dúvida,2024-09-17,,escalado
2308,565,1425,atraso,2024-04-02,2024-04-20,resolvido
2309,12390,1094,atraso,2023-12-13,,escalado
2310,8826,166,defeito,2023-01-24,2023-01-26,resolvido
2311,6977,2067,atraso,2023-01-19,2023-02-05,resolvido
2312,827,1371,atraso,2023-02-19,,aberto
2313,14234,2048,troca,2023-09-04,2023-09-08,resolvido
2314,14734,660,atraso,2023-02-28,2023-03-12,resolvido
2315,3765,2700,cobrança,2023-07-06,2023-07-16,resolvido
2316,2452,788,defeito,2024-07-07,2024-07-15,resolvido
2317,2974,1753,dúvida,2023-12-01,2023-12-07,resolvido
2318,11098,634,atraso,2023-03-31,2023-04-19,resolvido
2319,2278,1114,defeito,2023-12-02,2023-12-03,resolvido
2320,9339,294,dúvida,2024-10-14,2024-10-15,resolvido
2321,4795,941,troca,2023-11-07,,escalado
2322,603,1429,troca,2024-08-11,2024-08-20,resolvido
2323,11653,2630,dúvida,2023-04-24,,escalado
2324,3398,2665,defeito,2024-12-28,,escalado
2325,8776,2748,atraso,2024-04-15,2024-04-30,resolvido
2326,1506,996,defeito,2024-09-01,2024-09-06,resolvido
2327,1574,2994,defeito,2023-07-28,2023-08-07,resolvido
2328,14742,2451,troca,2024-04-14,,aberto
2329,3819,258,troca,2024-06-08,2024-06-16,resolvido
2330,8410,2435,atraso,2024-02-29,2024-03-13,resolvido
2331,13403,392,atraso,2023-12-15,2024-01-02,resolvido
2332,14166,1269,troca,2024-10-21,2024-10-23,resolvido
2333,12739,2912,atraso,2023-10-30,,escalado
2334,7856,2593,atraso,2023-03-28,2023-04-17,resolvido
2335,13749,2849,cobrança,2023-01-25,2023-02-02,resolvido
2336,12358,898,troca,2024-01-15,2024-01-24,resolvido
2337,2205,1819,troca,2024-12-15,2024-12-18,resolvido
2338,9929,1877,cobrança,2023-05-21,2023-05-30,resolvido
2339,2337,1512,dúvida,2023-11-05,,aberto
2340,3012,2837,dúvida,2024-07-19,,escalado
2341,8272,2624,dúvida,2024-07-19,2024-07-27,resolvido
2342,10419,1931,dúvida,2023-03-14,2023-03-18,resolvido
2343,11330,2273,cobrança,2024-04-24,2024-05-03,resolvido
2344,14207,2103,atraso,2024-08-02,2024-08-15,resolvido
2345,11289,1664,defeito,2023-03-02,2023-03-04,resolvido
2346,5567,2096,defeito,2024-12-30,2024-12-31,resolvido
2347,13801,572,dúvida,2024-07-22,,aberto
2348,12906,806,dúvida,2024-02-24,,escalado
2349,5998,1409,atraso,2023-08-25,2023-09-03,resolvido
2350,11050,2970,cobrança,2024-09-02,2024-09-04,resolvido
2351,14677,1658,atraso,2024-09-12,,aberto
2352,1035,792,defeito,2024-01-17,2024-01-18,resolvido
2353,13976,2692,atraso,2023-12-24,,escalado
2354,3220,1630,defeito,2024-07-24,2024-07-30,resolvido
2355,3848,562,atraso,2024-01-25,,aberto
2356,626,2042,cobrança,2023-02-19,2023-03-01,resolvido
2357,1234,1153,cobrança,2023-11-26,,escalado
2358,2264,2356,dúvida,2024-04-07,,aberto
2359,9228,1739,cobrança,2023-02-05,,aberto
2360,1307,957,dúvida,2023-02-16,,escalado
2361,5866,2055,defeito,2024-04-12,2024-04-20,resolvido
2362,3808,587,troca,2024-09-23,,aberto
2363,10467,510,dúvida,2023-06-14,,escalado
2364,9450,1817,troca,2023-07-11,,aberto
2365,2021,2600,dúvida,2024-12-08,2024-12-10,resolvido
2366,5794,1744,troca,2023-11-06,2023-11-15,resolvido
2367,5856,2502,cobrança,2023-08-26,,escalado
2368,5931,2622,troca,2023-11-29,2023-11-30,resolvido
2369,6685,356,troca,2023-02-09,2023-02-14,resolvido
2370,10993,788,atraso,2024-04-01,2024-04-11,resolvido
2371,5833,2328,cobrança,2023-12-09,2023-12-15,resolvido
2372,14217,1128,troca,2024-09-16,2024-09-25,resolvido
2373,12010,1520,atraso,2023-06-14,,aberto
2374,14885,298,dúvida,2023-08-26,2023-08-31,resolvido
2375,7060,2457,cobrança,2023-11-21,2023-11-30,resolvido
2376,9259,1487,troca,2023-11-23,2023-11-25,resolvido
2377,13744,328,atraso,2023-04-02,2023-04-20,resolvido
2378,6047,2259,defeito,2024-03-26,,aberto
2379,13566,540,dúvida,2023-12-16,2023-12-25,resolvido
2380,13202,1425,dúvida,2023-11-15,2023-11-22,resolvido
2381,2361,2333,dúvida,2024-04-01,2024-04-08,resolvido
2382,8544,1511,atraso,2024-11-18,,aberto
2383,6316,540,troca,2024-08-11,,escalado
2384,9673,2580,dúvida,2023-07-18,,escalado
2385,11839,111,troca,2024-05-28,2024-06-05,resolvido
2386,4450,1089,atraso,2023-11-29,,escalado
2387,8041,1539,defeito,2023-11-04,,escalado
2388,1174,178,cobrança,2024-09-10,,escalado
2389,1881,604,atraso,2023-09-25,2023-10-05,resolvido
2390,7250,2445,troca,2023-08-15,,escalado
2391,8015,1670,atraso,2023-07-01,,aberto
2392,6541,1473,atraso,2023-01-11,,aberto
2393,12346,1633,cobrança,2023-11-27,2023-12-04,resolvido
2394,13232,2836,troca,2024-04-16,2024-04-18,resolvido
2395,2932,2925,atraso,2024-06-13,2024-06-18,resolvido
2396,12768,1521,cobrança,2024-11-30,,escalado
2397,7628,580,atraso,2023-12-03,2023-12-18,resolvido
2398,7464,967,dúvida,2024-07-14,,aberto
2399,11049,1992,defeito,2024-04-05,,escalado
2400,1714,1117,dúvida,2023-05-04,2023-05-07,resolvido
2401,12458,72,atraso,2024-02-01,2024-02-17,resolvido
2402,427,2383,defeito,2023-07-12,,escalado
2403,12994,2805,dúvida,2024-12-31,,aberto
2404,1804,389,atraso,2023-02-09,2023-02-19,resolvido
2405,1635,1991,atraso,2023-10-10,,escalado
2406,3705,1117,defeito,2023-01-23,2023-01-30,resolvido
2407,421,1762,dúvida,2023-10-12,,escalado
2408,10810,1603,troca,2023-04-25,2023-04-26,resolvido
2409,7140,1803,dúvida,2024-12-31,2025-01-05,resolvido
2410,12303,740,defeito,2024-07-04,,escalado
2411,12025,216,dúvida,2024-02-08,,aberto
2412,12792,577,dúvida,2023-10-29,,escalado
2413,4182,779,troca,2024-10-23,2024-10-25,resolvido
2414,11652,309,atraso,2024-06-11,2024-07-01,resolvido
2415,6522,2614,defeito,2023-10-08,2023-10-16,resolvido
2416,5956,1938,atraso,2024-04-23,2024-04-29,resolvido
2417,4210,460,defeito,2023-05-17,2023-05-20,resolvido
2418,14737,2015,defeito,2024-06-07,2024-06-14,resolvido
2419,11650,435,troca,2023-04-27,2023-05-06,resolvido
2420,11808,2604,dúvida,2024-06-04,,escalado
2421,11189,913,cobrança,2024-06-14,2024-06-21,resolvido
2422,7035,2191,cobrança,2023-05-14,,escalado
2423,12857,71,defeito,2024-01-18,2024-01-19,resolvido
2424,5008,2064,atraso,2023-10-11,,aberto
2425,6784,1794,cobrança,2023-10-20,,aberto
2426,11262,715,defeito,2024-01-04,2024-01-08,resolvido
2427,418,934,dúvida,2024-01-10,,escalado
2428,6055,726,atraso,2024-10-19,2024-11-04,resolvido
2429,3028,653,atraso,2023-03-01,,escalado
2430,8037,1533,troca,2024-08-21,2024-08-23,resolvido
2431,3032,288,dúvida,2023-09-02,2023-09-12,resolvido
2432,14951,1849,dúvida,2024-01-11,,escalado
2433,2821,677,atraso,2023-09-21,2023-09-27,resolvido
2434,1673,2786,atraso,2023-08-26,,escalado
2435,12344,1417,cobrança,2024-03-22,,aberto
2436,14219,2714,atraso,2023-05-04,2023-05-21,resolvido
2437,2301,1372,dúvida,2023-07-20,2023-07-30,resolvido
2438,3725,2934,dúvida,2023-12-11,,escalado
2439,1330,1890,cobrança,2023-11-23,2023-11-24,resolvido
2440,6091,2698,atraso,2024-12-10,2024-12-18,resolvido
2441,4872,623,dúvida,2024-06-17,2024-06-19,resolvido
2442,3083,743,dúvida,2024-04-17,2024-04-21,resolvido
2443,336,182,atraso,2023-04-18,,aberto
2444,14392,2932,dúvida,2023-12-17,,aberto
2445,14199,1757,dúvida,2023-07-17,2023-07-19,resolvido
2446,9241,827,defeito,2023-05-22,2023-05-24,resolvido
